Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
382019;23108995356/18-50;Objeto: Manutenção preventiva e corretiva para a solução de Contêiner Data Center   CDC.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;31/01/2019;;R$ 92.994
382019;2,31E+16;Objeto: Aquisição de ferramentas;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26273;Universidade Federal do Rio Grande;154042;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;RIO GRANDE;24/01/2019;;R$ 1.000
382019;7,78E+16;Objeto: Aquisição de Barra, Porcas e ARRUELAS;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25207;Serviço Federal de Processamento de Dados;803070;SERPRO - REGIONAL RIO DE JANEIRO;RIO DE JANEIRO;14/01/2019;;R$ 1.792
382019;PL.CSR.A.00038;"Objeto: Aquisição de Café torrado e moido, açúcar refinado e copo para água 200ml tipo PP.    Obs: 1 Solicitar descritivo dos itens através do e-mail haylsonc@furnas.com.br   2 deverá ser cotado todos os itens da relação;  3 o julgamento será por preço global.";Dispensa de Licitação;Encerrado;32000;Ministério de Minas e Energia;91081;Empresas de Energia;926128;DIVISAO DE CENTRO DE SERV. COMPARTAILHADOS RJ;Inválido;24/01/2019;;R$ 2.310
392018;1,96E+16;Objeto: Pregão Eletrônico -  Contratação de serviços de Agenciamento de Passagens terrestres e aéreas nacionais e internacionais,  conforme condições, quantidades, exigências e estimativas, estabelecidas no Edital e seus anexos.;Pregão;Publicado;26000;Ministério da Educação;26268;Fundação Universidade Federal de Rondônia;154055;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;PORTO VELHO;28/01/2019;18/01/2019;R$ 596.643
392018;2,31E+16;Objeto: Pregão Eletrônico -  Registro de preços para a contratação do fornecimento parcelado de insumos laboratoriais que irão atender as necessidades acadêmicas dos Cursos de Agronomia e Engenharia Florestal do Instituto de Ciências Agrárias da Universidade Federal Rural da Amazônia, conforme quantidades e exigências estabelecidas neste Edital e seus anexos.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26253;Universidade Federal Rural da Amazônia;153034;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;BELEM;09/01/2019;10/12/2018;R$ 197
392018;2,32E+16;Objeto: Pregão Eletrônico -  Aquisição de diplomas;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26411;Instituto Federal do Sudeste de Minas Gerais;158412;INST FED SUDESTE DE MG/CAMPUS RIO POMBA;RIO POMBA;24/01/2019;19/12/2018; R$ -   
392018;2,35E+16;Objeto: Pregão Eletrônico -  Aquisição de enxoval hospitalar;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155180;EBSERH HU-UNIVASF;PETROLINA;11/01/2019;30/10/2018; R$ -   
392018;2,54E+16;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de gerenciamento, controle e fornecimento de combustíveis, através de sistema informatizado e integrado com tecnologia de cartão magnético ou cartão eletrônico tipo smart com chip, por meio de rede credenciada, para suprimento dos veículos automotivos e geradores de energia do Instituto Aggeu Magalhães-IAM, unidade da Fundação Oswaldo Cruz em Pernambuco, FIOCRUZ-PE, conforme condições, quantidades e exigências estabelecidas neste Edit;Pregão;Evento de Resultado de Julgame;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254421;INSTITUTO AGGEU MAGALHAES;RECIFE;31/01/2019;29/01/2019;R$ 50.733
392018;6,06E+15;Objeto: Pregão Eletrônico -  Aquisição de Material de Consumo Hospitalar (Cânulas, Tubos e Sondas descartáveis) da Subseção de Abastecimento de Material Médico-Hospitalar para atender as necessidades do HFA, conforme condições, quantidades, exigências e estimativas, estabelecidas no Edital. SEI 60550.036114/2017-40.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52000;Ministério da Defesa - Unidades com vínculo d;112408;HOSPITAL DAS FORCAS ARMADAS;BRASILIA;28/01/2019;31/07/2018; R$ -   
392018;6,40E+16;Objeto: Pregão Eletrônico -  Contratação do serviço de manutenção de veículos, máquinas e equipamentos de engenharia.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160171;8 BATALHAO DE ENGENHARIA DE CONSTRUCAO;SANTAREM;25/01/2019;08/01/2019;R$ 29.330
392018;6,43E+16;Objeto: Pregão Eletrônico -  Contratação de Serviços de Transporte Aéreo de Cargas/Pessoal em Aeronave Caravan e hidroavião/anfíbio.;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160016;COMANDO DO COMANDO MILITAR DA AMAZONIA;MANAUS;10/01/2019;10/12/2018;R$ 3.059.000
392018;6,46E+16;Objeto: Pregão Eletrônico -  Registro de Preços para eventual aquisição de material médico-hospitalar para o Serviço de Traumatologia e Ortopedia do Hospital Militar de Área de Porto Alegre - HMAPA.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160399;HOSPITAL MILITAR DE AREA DE PORTO ALEGRE;PORTO ALEGRE;09/01/2019;20/11/2018;R$ 39.750
392019;23108980318/18-01;Objeto: Aquisição de pilocarpina 2% solução oftálmica.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;31/01/2019;;R$ 273
392019;2,31E+16;Objeto: Aquisição de mangueiras e conexões de gás.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26273;Universidade Federal do Rio Grande;154042;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;RIO GRANDE;24/01/2019;;R$ 1.500
392019;392019;Objeto: Aquisição de materiais destinados a instalação de Ar Condicionado Split , no SERPRO Andaraí.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25207;Serviço Federal de Processamento de Dados;803070;SERPRO - REGIONAL RIO DE JANEIRO;RIO DE JANEIRO;15/01/2019;;R$ 676
392019;PL.CSM.A.00039.19;"Objeto: Os interessados em participar dessa cotação deverão encaminhar email para marcelocal@furnas.com.br até às 16:00 horas do dia 14/01/2019 para receberam especificações técnicas e comerciais.  O campo ASSUNTO do e-mail deverá conter o nº da Cotação Eletrônica: PL.CSM.A.00039.2019 ; VASO;VALVULA;ADAPTADOR;CAIXA SIFONADA...";Dispensa de Licitação;Encerrado;32000;Ministério de Minas e Energia;91081;Empresas de Energia;926132;DIVISÃO DE CENTRO DE SERV COMPARTILHADOS MG;Inválido;16/01/2019;10/01/2019;R$ 12.470
392019;PL.CSR.A.00039;Objeto: Aquisição de tela soldavel em fio 2mm e mourão de concreto para cerca:    Duvidas técnicas Sr. José Renato (21) 2446-9318;Dispensa de Licitação;Encerrado;32000;Ministério de Minas e Energia;91081;Empresas de Energia;926128;DIVISAO DE CENTRO DE SERV. COMPARTAILHADOS RJ;Inválido;21/01/2019;;R$ 2.175
402018;047/2018;Objeto: Pregão Eletrônico -  Contratação de empresa de serviços em Digitação para Seção de Economia e Desenvolvimento - SEDES, no ETSP - Entreposto Terminal de São Paulo, conforme especificações constantes do ANEXO I   TERMO DE REFERÊNCIA;Pregão;Evento de Resultado de Julgame;22000;Ministério da Agricultura, Pecuária e Abastec;22500;Companhia de Entrepostos e Armazéns Gerais de;225001;CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO;SAO PAULO;17/01/2019;28/11/2018;R$ 269.000
402018;109/2018;Objeto: Pregão Eletrônico -  Aquisição de combustíveis para abastecimento da frota de veículos e máquinas agrícolas da Embrapa Trigo, localizada em Passo Fundo   RS, nas dependências desta, durante o ano de 2019.;Pregão;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135032;EMBRAPA/CNPT;PASSO FUNDO;10/01/2019;08/01/2019;R$ 497.395
402018;1550/2018;Objeto: Pregão Eletrônico -  OBJETO: Constitui objeto da presente licitação AQUISIÇÃO DE SOLUÇÃO DE AUDITORIA, GESTÃO E CONTROLE DE ACESSOS PRIVILEGIADOS, conforme especificações, exigências e condições estabelecidas no termo de referência e demais anexos deste edital.;Pregão;Divulgado;99900;República Federativa do Brasil;93420;Estado do Pará;925803;BANCO DO ESTADO DO PARÁ S/A;Inválido;28/01/2019;06/12/2018;R$ 5.286.356
402018;19301516.375/2018;Objeto: Pregão Eletrônico -  Registro de Preços para Aquisição de Softwares.;Pregão - Registro de Preço;Divulgado;99900;República Federativa do Brasil;93720;Estado de Tocantins;925892;PROCURADORIA GERAL DA JUSTIÇA DE TOCANTINS;Inválido;21/01/2019;29/11/2018;R$ 3.518
402018;2018/244;Objeto: Pregão Eletrônico -  Contratação de serviços comuns de engenharia com fornecimento de materiais e mão de obra para execução de serviços de revitalização da fachada e autoatendimento da Agência de Tangará da Serra-MT, nos termos e especificações técnicas deste Edital e seus Anexos que o integram para todos os efeitos.;Pregão;Publicado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;179007;BANCO DA AMAZONIA S/A;BELEM;04/01/2019;07/12/2018;R$ 26.700
402018;2,10E+16;Objeto: Pregão Eletrônico -  Pregão por SRP para adquirir produtos químicos - reagentes, em proveito do Lanagro SP. Base física Jundiai.  IRP 39/2018;Pregão - Registro de Preço;Evento de Resultado de Julgame;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130102;LABORATORIO FEDERAL DE DEFESA AGROPECUáRIA/SP;CAMPINAS;10/01/2019;19/12/2018;R$ 719
402018;2,35E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços de manutenção, recarga e testes hidrostáticos em extintores de incêndio instalados na UNIFEI Campus Itabira-MG, com fornecimento de material e reposição de peças quando necessário, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26261;Universidade Federal de Itajubá;158161;UNIVERSIDADE FEDERAL ITAJUBA-CAMPUS ITABIRA;ITABIRA;28/01/2019;14/01/2019;R$ 85
402018;4,41E+16;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de auxiliar de serviços gerais pelo período de 24 meses.;Pregão;Evento de Resultado de Julgame;25000;Ministério da Economia;57280;Empresa de Processamento de Dados da Previdên;335020;DATAPREV-ESCRITORIO ESTADUAL DE STA.CATARINA;FLORIANOPOLIS;30/01/2019;12/11/2018;R$ 86.600
402018;4,85E+16;Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa(s) especializada(s) para a confecção de produtos gráficos, de vários formatos e gramaturas,  incluindo acabamento, prova de impressão e embalagem, para atendimento das diversas demandas da Agência Nacional de Energia Elétrica - ANEEL.;Pregão - Registro de Preço;Evento de Resultado de Julgame;32000;Ministério de Minas e Energia;32210;Agência Nacional de Energia Elétrica;323028;AGENCIA NACIONAL DE ENERGIA ELETRICA;BRASILIA;29/01/2019;08/01/2019;R$ 10.890
402018;5608/11/2018;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de reagente cloro DPD e material para uso no Setor de Laboratório do DAE.;Pregão - Registro de Preço;Divulgado;99900;República Federativa do Brasil;96320;Estado do Rio Grande do Sul;925282;DEPARTAMENTO DE ÁGUA E ESGOTOS;Inválido;04/01/2019;18/12/2018;R$ 1.335
402018;6,33E+16;Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços de material de nutrição e dietética, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;771300;CENTRO DE OBTENCAO DA MARINHA NO R.J.;RIO DE JANEIRO;11/01/2019;30/10/2018;R$ 238.388
402018;PE.GS.A.00040;"Objeto: Pregão Eletrônico -  Fornecimento de retificadores, carregadores de baterias 125 Vcc (Lote I); Bancos de baterias 125 Vcc (Lote II) e painéis 250 Vcc para subestações (Lote III). Local de Entrega: Manoel Ribas/PR.";Pregão;Publicado;32000;Ministério de Minas e Energia;91081;Empresas de Energia;910811;FURNAS CENTRAIS ELETRICAS S/A;RIO DE JANEIRO;08/01/2019;06/11/2018;R$ 793.513
402019;2,31E+14;Objeto: Locação de imóvel para sediar a Agência do IBGE em Jataí/GO.;Dispensa de Licitação;Publicado;25000;Ministério da Economia;25205;Fundação Instituto Brasileiro de Geografia e ;114627;UNIDADE ESTADUAL DO IBGE EM GOIAS;GOIANIA;22/01/2019;;R$ 56.700
402019;2,31E+16;Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;25/01/2019;;R$ 7.228
402019;2,31E+16;Objeto: Aquisição de produtos de consumo para saúde.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;31/01/2019;;R$ 1.628
402019;2,31E+16;Objeto: Aquisição de parafusos, porcas, rebites e assemelhados;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26273;Universidade Federal do Rio Grande;154042;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;RIO GRANDE;24/01/2019;;R$ 1.500
402019;2,33E+16;Objeto: Contratação de Fundação de Apoio ao Ensino para Execução de Projeto Pedagógico de Pesquisa junto a estudantes com necessidades educacionais específicas.;Dispensa de Licitação;Retificação;26000;Ministério da Educação;26412;Instituto Federal do Sul de Minas Gerais;158137;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;POUSO ALEGRE;15/01/2019;;R$ 311.040
402019;Não Aplicável;Objeto: Fornecimento de café torrado e moído, em caráter excepcional, para atender a unidade da ABGF em Brasília.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;926397;AGÊN.BRAS.GEST.DE FUNDOS GARANTID.GARANT.S.A.;Inválido;17/01/2019;;R$ 363
412018;110/2018;Objeto: Pregão Eletrônico -  Aquisição de nitrogênio líquido, para o ano de 2019, de forma parcelada, para os laboratórios da Embrapa Trigo, localizada em Passo Fundo   RS.;Pregão;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135032;EMBRAPA/CNPT;PASSO FUNDO;10/01/2019;09/01/2019;R$ 12.492
412018;11806-0;Objeto: Pregão Eletrônico -  Renovação de licenças, suporte e manutenção do software para gerenciamento e monitoramento de e-mail iq.suite wall.Especificações detalhadas no termo de referência anexo I.;Pregão;Divulgado;99900;República Federativa do Brasil;95220;Estado do Espírito Santo;925560;BANESTES - BANCO DO ESTADO DO ESPÍRITO SANTO;Inválido;10/01/2019;05/11/2018;R$ 201.857
412018;1396/2018;Objeto: Pregão Eletrônico -  Contratação de Instituição Financeira para Prestar Serviço De Escrituração Eletrônica de Ações, conforme condições estabelecidas no edital e seus anexos, conforme especificações técnicas, condições e exigências estabelecidas no termo de referência - Anexo I do edital.;Pregão;Divulgado;99900;República Federativa do Brasil;93420;Estado do Pará;925803;BANCO DO ESTADO DO PARÁ S/A;Inválido;02/01/2019;26/12/2018;R$ 180.000
412018;18.003330-1;Objeto: Pregão Eletrônico -  Sistema A DE REGISTRO DE PREÇO     Aquisição e instalação de persianas. 120,00 m²;Pregão;Divulgado;99900;República Federativa do Brasil;93720;Estado de Tocantins;925402;TRIBUNAL DE CONTAS DO ESTADO DE TOCANTINS;Inválido;02/01/2019;21/12/2018;R$ 13.668
412018;2,32E+16;Objeto: Pregão Eletrônico -  Aquisição de máquinas e equipamentos agrícolas.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26411;Instituto Federal do Sudeste de Minas Gerais;158412;INST FED SUDESTE DE MG/CAMPUS RIO POMBA;RIO POMBA;16/01/2019;28/12/2018;R$ 5.315
412018;2,35E+16;Objeto: Pregão Eletrônico -  Registro de Preços para possível contratação de pessoa jurídica para prestação de serviços continuados de transporte rodoviário de passageiros e transporte de pequenas e médias cargas, nos veículos do tipo Sedan e ônibus, incluindo motoristas devidamente habilitados, para atender as demandas da Universidade Federal de Itajubá, Campus de Itabira, aferidos por quilômetro rodado e diária do veículo, e atendimento de no mínimo duas solicitações simultâneas, conforme;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26261;Universidade Federal de Itajubá;158161;UNIVERSIDADE FEDERAL ITAJUBA-CAMPUS ITABIRA;ITABIRA;28/01/2019;16/01/2019;R$ 13.995
